"id","name","nationality","nat_position","nat_kit","club","club_position","club_kit","club_join","contract_expiration","rate","height","weight","pref_foot","birth","age","pref_position"
3662,"Carlos Peña","Mexico",,,"León","Sub",27,"01/01/2016",2020,72,"176 cm","76 kg","Right","03/29/1990",27,"CM/CAM"
3663,"Israel Jiménez","Mexico",,,"Tigres","Res",2,"07/01/2008",2020,72,"173 cm","68 kg","Right","08/13/1989",27,"RB"
3664,"Ashley Barnes","Austria",,,"Burnley","LS",10,"01/10/2014",2019,72,"186 cm","76 kg","Right","10/30/1989",27,"ST/CAM"
3665,"Tsepo Masilela","South Africa",,,"Kaizer Chiefs","LB",24,"06/01/2012",2018,72,"175 cm","70 kg","Left","05/05/1985",31,"LB"
3666,"Güray Vural","Turkey",,,"Kayserispor","RM",77,"01/08/2017",2019,72,"177 cm","65 kg","Left","06/11/1988",28,"LB/LM"
3667,"Tamás Kádár","Hungary","LCB",4,"Free Agents","Res",99,"02/10/2017",2021,72,"188 cm","79 kg","Left","03/14/1990",27,"LB"
3668,"Nicolás Peric","Chile",,,"Audax Italiano","GK",22,"06/01/2015",2018,72,"183 cm","81 kg","Right","10/19/1978",38,"GK"
3669,"Juan Cala","Spain",,,"Getafe CF","LCB",16,"07/01/2015",2018,72,"187 cm","76 kg","Right","11/26/1989",27,"CB"
3670,"Salustiano Candia","Paraguay","LB",6,"Free Agents","Res",99,"11/27/2013",2020,72,"183 cm","82 kg","Right","07/08/1983",33,"CB/LB"
3671,"Tommy Smith","New Zealand",,,"Ipswich","LCB",5,"08/08/2007",2019,72,"187 cm","82 kg","Left","03/31/1990",26,"CB"
3672,"Rodolfo Cota","Mexico",,,"Guadalajara","GK",30,"01/01/2007",2017,72,"183 cm","86 kg","Right","07/03/1987",29,"GK"
3673,"Denis Odoi","Belgium",,,"Fulham","Sub",4,"07/14/2016",2019,72,"178 cm","67 kg","Right","05/27/1988",28,"RB/LB"
3674,"Vasco Fernandes","Portugal",,,"V. Setúbal","LCB",13,"07/03/2016",2018,72,"182 cm","76 kg","Right","11/12/1986",30,"CB"
3675,"Panagiotis Glykos","Greece","Sub",13,"PAOK","GK",71,"01/01/2010",2019,72,"187 cm","82 kg","Right","10/10/1986",30,"GK"
3676,"Chris Martin","Scotland","Sub",18,"Fulham","Sub",25,"07/01/2013",2020,72,"185 cm","73 kg","Right","11/04/1988",28,"ST"
3677,"Nicolás Sánchez","Argentina",,,"Monterrey","Sub",25,"01/01/2017",2019,72,"187 cm","82 kg","Right","02/04/1986",31,"CB"
3678,"Michiel Kramer","Netherlands",,,"Feyenoord","Sub",29,"08/07/2015",2018,72,"196 cm","80 kg","Right","12/03/1988",28,"ST"
3679,"Ádám Bogdán","Hungary",,,"Wigan Athletic","Sub",1,"07/01/2015",2020,72,"194 cm","90 kg","Right","09/27/1987",29,"GK"
3680,"Julien Cétout","France",,,"AS Nancy","RB",28,"08/20/2014",2019,72,"183 cm","74 kg","Right","01/02/1988",29,"RB/CB"
3681,"Luis Ardente","Argentina",,,"San Juan","GK",1,"07/01/2011",2020,72,"189 cm","81 kg","Right","09/17/1981",35,"GK"
3682,"Sergio Tejera","Spain",,,"Gimnàstic","RCM",23,"07/08/2015",2018,72,"180 cm","75 kg","Left","05/28/1990",26,"CDM/CAM"
3683,"Lasse Vibe","Denmark",,,"Brentford","ST",21,"07/24/2015",2018,72,"181 cm","73 kg","Right","02/22/1987",30,"ST/RM"
3684,"Vincent Nogueira","France",,,"RC Strasbourg","RCM",5,"06/27/2016",2018,72,"170 cm","61 kg","Right","01/16/1988",29,"CM/CDM"
3685,"Mohammed Abdellaoue","Norway",,,"Vålerenga Fotball","ST",25,"08/07/2015",2019,72,"182 cm","80 kg","Left","10/23/1985",31,"ST"
3686,"Jean-Armel Kana-Biyik","Cameroon",,,"Kayserispor","RCB",76,"08/04/2016",2019,72,"184 cm","86 kg","Right","07/03/1989",27,"CB"
3687,"Ima Faneva Andriatsima","Madagascar",,,"FC Sochaux","ST",28,"06/24/2016",2018,72,"183 cm","74 kg","Right","06/03/1984",32,"ST"
3688,"Avdija Vršajevic","Bosnia Herzegovina",,,"Osmanlispor","RB",2,"08/10/2015",2018,72,"179 cm","76 kg","Right","03/06/1986",31,"RB/LB"
3689,"Jonathan Hogg","England",,,"Huddersfield","Sub",6,"07/29/2013",2019,72,"177 cm","73 kg","Right","12/06/1988",28,"CDM/CM"
3690,"James Henry","England",,,"Bolton","Sub",24,"01/01/2014",2017,72,"182 cm","77 kg","Right","06/10/1989",27,"RM/CAM"
3691,"Davide Di Gennaro","Italy",,,"Cagliari","Sub",8,"07/13/2015",2017,72,"181 cm","71 kg","Left","06/16/1988",28,"CM"
3692,"Steeven Langil","France",,,"Waasl. Beveren","LM",10,"07/26/2016",2019,72,"179 cm","69 kg","Right","03/04/1988",29,"LM/RM"
3693,"Guy-Roland Ndy Assembe","Cameroon",,,"AS Nancy","Sub",16,"07/01/2011",2019,72,"184 cm","79 kg","Right","02/28/1986",31,"GK"
3694,"Casado","Spain",,,"CD Numancia","LB",2,"01/19/2017",2017,72,"173 cm","72 kg","Left","08/09/1986",30,"LB"
3695,"David González","Colombia","Sub",23,"Indep. Medellín","GK",22,"02/04/2015",2017,72,"194 cm","84 kg","Right","07/20/1982",34,"GK"
3696,"Jan Morávek","Czech Republic",,,"FC Augsburg","Sub",14,"07/01/2012",2020,72,"180 cm","75 kg","Right","11/01/1989",27,"CM/CAM"
3697,"Krisztián Németh","Hungary","Sub",11,"Free Agents","Res",99,"01/30/2016",2020,72,"180 cm","74 kg","Right","01/05/1989",28,"ST/CAM"
3698,"Fedor Kudryashov","Russia","CB",13,"FC Rostov","LWB",30,"01/15/2016",2018,72,"181 cm","77 kg","Left","04/05/1987",29,"LWB/CB"
3699,"Rincón","Brazil",,,"ES Troyes AC","Sub",11,"08/17/2011",2017,72,"188 cm","80 kg","Right","05/31/1987",29,"CB"
3700,"Aly Cissokho","France",,,"Olympiakos CFP","LB",22,"08/08/2014",2018,72,"181 cm","75 kg","Left","09/15/1987",29,"LB"
3701,"Rasmus Bengtsson","Sweden",,,"Malmö FF","RCB",17,"03/25/2015",2019,72,"186 cm","80 kg","Right","06/26/1986",30,"CB"
3702,"Damien Marcq","France",,,"Sp. Charleroi","LDM",25,"07/01/2013",2020,72,"181 cm","78 kg","Right","12/08/1988",28,"CDM/CM"
3703,"Carlão","Brazil",,,"Torino","Sub",5,"01/11/2017",2019,72,"182 cm","73 kg","Left","01/19/1986",31,"CB/CDM"
3704,"Ceyhun Gülselam","Turkey",,,"Karabükspor","RDM",6,"07/16/2016",2019,72,"192 cm","88 kg","Right","12/25/1987",29,"CDM/CM"
3705,"Lulinha","Brazil",,,"Pohang Steelers","RCM",10,"05/23/2016",2017,72,"170 cm","68 kg","Right","04/10/1990",26,"ST/CAM"
3706,"Ragnar Sigurðsson","Iceland",,,"Fulham","Sub",17,"08/23/2016",2018,72,"187 cm","77 kg","Right","06/19/1986",30,"CB"
3707,"Zoltán Stieber","Hungary",,,"Kaiserslautern","Sub",10,"08/12/2016",2019,72,"175 cm","67 kg","Left","10/16/1988",28,"CAM/LM"
3708,"Maurice Edu","United States",,,"Philadelphia","Res",8,"01/27/2014",2020,70,"185 cm","81 kg","Right","04/18/1986",30,"CDM"
3709,"Miguel Samudio","Paraguay",,,"América","LWB",6,"12/28/2014",2020,72,"175 cm","76 kg","Left","08/24/1986",30,"LB"
3710,"Bakary Sako","Mali",,,"Crystal Palace","Res",26,"08/05/2015",2018,72,"184 cm","90 kg","Left","04/26/1988",28,"LM"
3711,"George Boyd","Scotland",,,"Burnley","RM",21,"09/01/2014",2017,72,"186 cm","79 kg","Left","10/02/1985",31,"RM"
3712,"Taras Mykhalyk","Ukraine",,,"Lokomotiv Moscow","Sub",17,"06/18/2013",2017,72,"184 cm","83 kg","Right","10/28/1983",33,"CDM/CB"
3713,"Alex Pearce","Republic of Ireland",,,"Derby County","LCB",16,"07/01/2015",2018,72,"188 cm","85 kg","Right","11/09/1988",28,"CB"
3714,"Gilles Cioni","France",,,"SC Bastia","RB",29,"01/01/2006",2018,72,"165 cm","65 kg","Right","06/14/1984",32,"RB"
3715,"Wout Brama","Netherlands",,,"FC Utrecht","CDM",23,"01/01/2017",2018,72,"176 cm","71 kg","Right","08/21/1986",30,"CDM/CM"
3716,"Scott Arfield","Canada","LCM",16,"Burnley","Sub",37,"07/19/2013",2018,72,"178 cm","70 kg","Right","11/01/1988",28,"LM/CM"
3717,"Nenê","Brazil",,,"La Spezia","ST",9,"07/17/2015",2017,72,"183 cm","78 kg","Right","07/28/1983",33,"ST"
3718,"Seth De Witte","Belgium",,,"KV Mechelen","LCB",4,"07/01/2010",2019,72,"193 cm","87 kg","Left","10/18/1987",29,"CB/CDM"
3719,"Romain Brégerie","France",,,"FC Ingolstadt","CB",18,"07/01/2015",2018,72,"190 cm","88 kg","Right","08/09/1986",30,"CB/CDM"
3720,"Mehmet Güven","Turkey",,,"Osmanlispor","Sub",6,"08/10/2015",2018,72,"180 cm","79 kg","Right","07/30/1987",29,"CDM"
3721,"Mario Vrancic","Bosnia Herzegovina",,,"SV Darmstadt","CAM",6,"07/01/2015",2017,72,"187 cm","78 kg","Left","05/23/1989",27,"CM/CAM"
3722,"Ángel","Spain",,,"Real Zaragoza","ST",9,"07/13/2015",2017,72,"172 cm","68 kg","Right","04/26/1987",29,"ST"
3723,"Carlos Felipe Rodríguez","Mexico",,,"Monarcas Morelia","GK",1,"11/01/2008",2020,72,"183 cm","82 kg","Right","04/03/1989",27,"GK"
3724,"Timothy Derijck","Belgium",,,"Zulte-Waregem","RCB",6,"07/01/2016",2019,72,"185 cm","83 kg","Right","05/25/1987",29,"CB/CDM"
3725,"Manuel da Costa","Morocco",,,"Olympiakos CFP","Sub",6,"08/18/2015",2017,72,"192 cm","84 kg","Right","05/06/1986",30,"CB"
3726,"Suso Santana","Spain",,,"CD Tenerife","RM",10,"07/01/2012",2018,72,"172 cm","62 kg","Right","03/02/1985",32,"RM/CAM"
3727,"Gustav Svensson","Sweden",,,"Sounders FC","RCB",4,"01/30/2017",2020,72,"184 cm","83 kg","Right","02/07/1987",30,"CB/CDM"
3728,"Ruben Yttergård Jenssen","Norway",,,"FC Groningen","LCM",8,"07/01/2016",2019,72,"173 cm","74 kg","Left","05/04/1988",28,"CM/CDM"
3729,"Nuno Coelho","Portugal",,,"Arouca","RDM",66,"07/05/2013",2021,72,"183 cm","76 kg","Right","11/23/1987",29,"CDM/CB"
3730,"Patrick Ebert","Germany",,,"Rayo Vallecano","CAM",20,"07/25/2015",2017,72,"175 cm","75 kg","Right","03/17/1987",30,"RM/LM"
3731,"Tobias Werner","Germany",,,"VfB Stuttgart","Sub",17,"08/03/2016",2019,72,"174 cm","70 kg","Left","07/19/1985",31,"LM"
3732,"Mark Milligan","Australia","LCM",5,"Free Agents","Res",99,"07/22/2015",2020,72,"178 cm","78 kg","Right","08/04/1985",31,"CDM"
3733,"Hugo Droguett","Chile",,,"CD Antofagasta","Sub",33,"08/02/2016",2017,72,"170 cm","68 kg","Left","09/02/1982",34,"CAM/LM"
3734,"Máyer Candelo","Colombia",,,"Deportivo Cali","CAM",17,"07/01/2016",2017,72,"170 cm","65 kg","Left","02/20/1977",40,"CAM"
3735,"McDonald Mariga","Kenya",,,"Latina","RCM",17,"07/01/2015",2017,72,"183 cm","84 kg","Right","04/04/1987",29,"CDM/CM"
3736,"Sebastian Boenisch","Poland",,,"1860 München","RCB",6,"10/06/2016",2018,72,"191 cm","90 kg","Right","02/01/1987",30,"CB/RB"
3737,"Marcin Robak","Poland",,,"Lech Poznan","ST",11,"07/01/2015",2018,72,"182 cm","78 kg","Right","11/29/1982",34,"ST"
3738,"Zlatan Ljubijankic","Slovenia",,,"Urawa Diamonds","Sub",21,"01/01/2015",2023,72,"186 cm","80 kg","Right","12/15/1983",33,"ST/RWB"
3739,"Thomas Matton","Belgium",,,"KAA Gent","Sub",8,"07/01/2015",2018,72,"179 cm","73 kg","Right","10/24/1985",31,"LM/CF"
3740,"Samir Ujkani","Kosovo",,,"Pisa","GK",1,"07/19/2015",2018,72,"186 cm","78 kg","Right","07/05/1988",28,"GK"
3741,"Sébastien Siani","Cameroon","LDM",15,"KV Oostende","LCM",7,"02/01/2013",2017,72,"175 cm","76 kg","Right","12/21/1986",30,"CM/CDM"
3742,"Constant Djakpa","Ivory Coast",,,"1. FC Nürnberg","Sub",15,"01/31/2017",2017,72,"177 cm","71 kg","Left","10/17/1986",30,"LB/LM"
3743,"Pablo Barrera","Mexico",,,"U.N.A.M.","RM",8,"06/14/2016",2023,72,"178 cm","72 kg","Right","06/21/1987",29,"RM"
3744,"Ramón Fernández","Argentina",,,"Colo-Colo","CAM",10,"06/17/2016",2018,72,"170 cm","66 kg","Right","12/03/1984",32,"CAM"
3745,"Adrian Mariappa","Jamaica",,,"Watford","Res",6,"08/31/2016",2019,72,"178 cm","81 kg","Right","10/03/1986",30,"RB/CB"
3746,"Lee Tomlin","England",,,"Bristol City","CAM",10,"07/05/2016",2019,72,"180 cm","74 kg","Right","01/12/1989",28,"CAM/LM"
3747,"Ramon Leeuwin","Netherlands",,,"FC Utrecht","RCB",3,"07/01/2014",2018,72,"187 cm","76 kg","Right","09/01/1987",29,"CB"
3748,"Matteo Ardemagni","Italy",,,"Avellino","LS",33,"08/31/2016",2019,72,"185 cm","82 kg","Right","03/26/1987",30,"ST"
3749,"Joey van den Berg","Netherlands",,,"Reading","CDM",4,"07/01/2016",2018,72,"182 cm","77 kg","Left","02/13/1986",31,"CDM/CB"
3750,"Matías Fritzler","Argentina",,,"Parque Patricios","CDM",5,"01/08/2016",2017,72,"179 cm","73 kg","Right","08/23/1986",30,"CDM"
3751,"Gonzalo Bergessio","Argentina",,,"San Lorenzo","Sub",15,"09/08/2016",2017,72,"179 cm","74 kg","Right","07/20/1984",32,"ST"
3752,"Bilal Kisa","Turkey",,,"Bursaspor","Res",5,"07/08/2016",2019,72,"180 cm","70 kg","Left","06/22/1983",33,"CM/CAM"
3753,"Luso","Spain",,,"Córdoba CF","LDM",6,"07/16/2013",2018,72,"183 cm","75 kg","Right","12/04/1984",32,"CDM/CB"
3754,"Carpio","Spain",,,"Cádiz C.F.","RB",2,"07/16/2016",2018,72,"178 cm","67 kg","Right","04/06/1984",32,"RB"
3755,"Toquero","Spain",,,"Deport. Alavés","Sub",18,"07/15/2015",2017,72,"182 cm","78 kg","Right","08/09/1984",32,"ST/LM"
3756,"Pablo Granoche","Uruguay",,,"La Spezia","Sub",29,"08/31/2016",2018,72,"182 cm","82 kg","Right","09/05/1983",33,"ST"
3757,"Miku","Venezuela",,,"Rayo Vallecano","Sub",7,"02/02/2015",2017,72,"186 cm","79 kg","Right","08/19/1985",31,"ST/CF"
3758,"Hugo Vieira","Portugal",,,"Yokohama F. Marinos","ST",7,"01/25/2017",2023,72,"178 cm","73 kg","Right","07/25/1988",28,"ST"
3759,"Sam Hutchinson","England",,,"Sheffield Wed","RCM",23,"07/08/2014",2020,72,"182 cm","73 kg","Right","08/03/1989",27,"CDM/CB"
3760,"Andreas Ulmer","Austria",,,"RB Salzburg","LB",17,"01/28/2009",2019,72,"175 cm","69 kg","Left","10/30/1985",31,"LB"
3761,"Aldo Leão Ramírez","Colombia",,,"Atl. Nacional","RDM",29,"01/10/2017",2017,73,"175 cm","76 kg","Right","04/18/1981",35,"CM"
3762,"Carmona","Spain",,,"Sporting Gijón","RM",19,"07/01/2012",2019,72,"177 cm","72 kg","Right","07/05/1987",29,"RM/CM"
3763,"Issiar Dia","Senegal",,,"AS Nancy","RW",10,"08/31/2016",2017,72,"167 cm","62 kg","Right","06/08/1987",29,"RM/ST"
3764,"Marcelo Oliveira","Brazil",,,"Moreirense","Sub",26,"07/14/2014",2017,72,"185 cm","80 kg","Right","09/05/1981",35,"CB"
3765,"Nsue","Equatorial Guinea",,,"Birmingham City","RWB",2,"01/18/2017",2020,72,"178 cm","75 kg","Right","09/30/1989",27,"RB/RWB"
3766,"Adem Büyük","Turkey",,,"Kasimpasa","LM",10,"01/05/2012",2018,72,"167 cm","61 kg","Right","08/30/1987",29,"LM/ST"
3767,"Jorge Torres Nilo","Mexico",,,"Tigres","LB",6,"07/01/2010",2023,72,"180 cm","78 kg","Left","01/16/1988",29,"LB"
3768,"Oscar Ustari","Argentina",,,"Atlas","GK",1,"01/01/2016",2023,72,"184 cm","82 kg","Right","07/03/1986",30,"GK"
3769,"Gökhan Degirmenci","Turkey",,,"Gaziantepspor","Sub",83,"07/18/2016",2018,72,"185 cm","79 kg","Right","03/21/1989",28,"GK"
3770,"Marc Pugh","England",,,"Bournemouth","Sub",7,"06/01/2010",2018,72,"180 cm","72 kg","Right","04/02/1987",29,"LM"
3771,"Alexandr Bukharov","Russia","Sub",24,"FC Rostov","Sub",11,"07/02/2014",2018,72,"193 cm","90 kg","Right","03/12/1985",32,"ST"
3772,"Molinero","Spain",,,"Getafe CF","LB",15,"07/01/2016",2018,72,"175 cm","64 kg","Right","07/26/1985",31,"LB/RB"
3773,"Cristian Villagra","Argentina",,,"Rosario Central","LB",33,"02/05/2015",2023,72,"177 cm","73 kg","Right","12/27/1985",31,"LB"
3774,"Stephen Ward","Republic of Ireland","Sub",17,"Burnley","LB",23,"08/15/2014",2018,72,"184 cm","82 kg","Left","08/20/1985",31,"LB"
3775,"Édouard Duplan","France",,,"ADO Den Haag","LW",21,"07/01/2015",2018,72,"180 cm","74 kg","Right","05/13/1983",33,"CAM/RW"
3776,"Edinho","Portugal",,,"V. Setúbal","ST",36,"08/22/2016",2018,72,"182 cm","75 kg","Right","07/07/1982",34,"ST"
3777,"Steven Fletcher","Scotland","Sub",9,"Sheffield Wed","Sub",6,"07/01/2016",2020,72,"186 cm","76 kg","Left","03/26/1987",30,"ST"
3778,"Lee Wallace","Scotland",,,"Rangers","LB",5,"07/01/2011",2019,72,"185 cm","75 kg","Left","08/01/1987",29,"LB"
3779,"Chris Wondolowski","United States",,,"SJ Earthquakes","RS",8,"01/01/2009",2023,72,"183 cm","75 kg","Right","01/28/1983",34,"ST"
3780,"Christophe Mandanne","France",,,"AS Nancy","Sub",12,"07/05/2016",2019,72,"171 cm","62 kg","Right","02/07/1985",32,"ST/CF"
3781,"Jonny Hayes","Republic of Ireland",,,"Aberdeen","LM",11,"07/01/2012",2019,72,"173 cm","70 kg","Left","07/09/1987",29,"LM"
3782,"Matt Jarvis","England",,,"Norwich","Sub",11,"08/01/2012",2017,72,"170 cm","72 kg","Right","05/22/1986",30,"LM/RM"
3783,"Franck Berrier","France",,,"KV Oostende","CAM",10,"09/02/2013",2019,72,"175 cm","65 kg","Right","02/02/1984",33,"CAM"
3784,"Abou Diaby","France",,,"Olym. Marseille","Res",5,"07/29/2015",2017,72,"191 cm","75 kg","Right","05/11/1986",30,"CDM/CM"
3785,"David Jones","England",,,"Sheffield Wed","Sub",3,"08/16/2016",2019,72,"183 cm","80 kg","Left","11/04/1984",32,"CM"
3786,"Mark Bunn","England",,,"Aston Villa","Sub",31,"07/09/2015",2017,72,"183 cm","78 kg","Right","11/16/1984",32,"GK"
3787,"Florian Klein","Austria","Sub",17,"VfB Stuttgart","Sub",16,"07/01/2014",2017,72,"180 cm","66 kg","Right","11/17/1986",30,"RB/RM"
3788,"Sebastián Viera","Uruguay",,,"Junior","GK",1,"01/01/2011",2019,72,"184 cm","86 kg","Right","03/07/1983",34,"GK"
3789,"Steven Taylor","England",,,"Ipswich","Sub",2,"01/26/2017",2017,72,"186 cm","91 kg","Right","01/23/1986",31,"CB"
3790,"Kasper Hämäläinen","Finland",,,"Legia Warszawa","Sub",22,"01/18/2016",2019,72,"187 cm","74 kg","Right","08/08/1986",30,"CAM/ST"
3791,"Marco Schneuwly","Switzerland",,,"FC Luzern","ST",15,"06/10/2014",2018,72,"183 cm","82 kg","Left","03/27/1985",32,"ST/CF"
3792,"Salva Sevilla","Spain",,,"RCD Espanyol","Sub",8,"06/27/2014",2017,72,"178 cm","71 kg","Right","03/18/1984",33,"CAM/CM"
3793,"Pablo Álvarez","Argentina",,,"Racing Club","Sub",20,"08/04/2016",2018,72,"178 cm","80 kg","Right","04/17/1984",32,"LB/RB"
3794,"Zé Castro","Portugal",,,"Rayo Vallecano","Sub",18,"08/29/2013",2018,72,"183 cm","76 kg","Right","01/13/1983",34,"CB"
3795,"Uwe Hünemeier","Germany",,,"Brighton","RCB",4,"08/12/2015",2018,72,"189 cm","84 kg","Right","01/09/1986",31,"CB"
3796,"Djamel Mesbah","Algeria",,,"Crotone","Sub",15,"09/01/2016",2017,72,"179 cm","74 kg","Left","10/09/1984",32,"LB/LM"
3797,"Moritz Stoppelkamp","Germany",,,"Karlsruher SC","RM",7,"07/01/2016",2018,72,"180 cm","75 kg","Right","12/11/1986",30,"LM/CM"
3798,"Pedro López","Spain",,,"Levante UD","RB",19,"07/01/2011",2018,72,"174 cm","72 kg","Right","11/01/1983",33,"RB/RM"
3799,"Mauricio Molina","Colombia",,,"Indep. Medellín","Sub",20,"12/30/2015",2017,72,"176 cm","66 kg","Left","04/30/1980",36,"CAM"
3800,"Bartosz Bialkowski","Poland",,,"Ipswich","GK",33,"07/15/2014",2018,72,"193 cm","86 kg","Right","07/06/1987",29,"GK"
3801,"Valerica Gaman","Romania",,,"Karabükspor","RCB",5,"06/24/2016",2022,72,"188 cm","73 kg","Right","02/25/1989",28,"CB"
3802,"Alejandro Faurlín","Argentina",,,"Getafe CF","RDM",4,"08/08/2016",2017,72,"185 cm","76 kg","Left","08/09/1986",30,"CDM/CM"
3803,"Lucas Licht","Argentina",,,"G. La Plata","LB",25,"07/21/2012",2018,72,"174 cm","72 kg","Left","04/06/1981",35,"LB"
3804,"Magnus Wolff Eikrem","Norway",,,"Malmö FF","RM",10,"01/26/2015",2017,72,"184 cm","69 kg","Right","08/08/1990",26,"RM/CM"
3805,"Darío Cvitanich","Argentina",,,"Banfield","ST",20,"02/07/2017",2018,72,"174 cm","72 kg","Right","05/16/1984",32,"ST"
3806,"Dean Marney","England",,,"Burnley","Sub",8,"05/28/2010",2018,72,"183 cm","72 kg","Right","01/31/1984",33,"CM"
3807,"Bradley Johnson","England",,,"Derby County","LDM",15,"09/01/2015",2019,72,"178 cm","68 kg","Left","04/28/1987",29,"CDM/LM"
3808,"Erdal Kiliçaslan","Germany",,,"Osmanlispor","Sub",11,"07/16/2014",2017,72,"172 cm","77 kg","Right","08/23/1984",32,"LM/CAM"
3809,"Espen Ruud","Norway",,,"Odds BK","RB",2,"12/15/2014",2019,72,"184 cm","76 kg","Right","02/26/1984",33,"RB"
3810,"Dmitriy Torbinskiy","Russia",,,"FC Krasnodar","Sub",5,"06/12/2015",2018,72,"172 cm","60 kg","Left","04/28/1984",32,"CM/CDM"
3811,"Manu Del Moral","Spain",,,"CD Numancia","ST",7,"07/01/2016",2018,72,"185 cm","77 kg","Right","02/25/1984",33,"ST/RM/CAM"
3812,"Iván Alonso","Uruguay",,,"River Plate","Sub",19,"02/02/2016",2018,72,"180 cm","78 kg","Left","04/10/1979",37,"ST"
3813,"Susaeta","Spain",,,"Real Oviedo","RM",7,"07/13/2013",2017,72,"178 cm","74 kg","Right","12/11/1984",32,"RM"
3814,"Seoane","Spain",,,"CD Lugo","LDM",8,"08/01/2012",2018,72,"179 cm","75 kg","Right","03/25/1983",34,"CDM"
3815,"Dorca","Spain",,,"Elche CF","RDM",23,"07/01/2016",2017,72,"182 cm","77 kg","Left","12/23/1982",34,"CDM/CAM"
3816,"Bruno Saltor","Spain",,,"Brighton","RB",2,"07/01/2012",2018,72,"178 cm","75 kg","Right","10/01/1980",36,"RB"
3817,"Leandro Greco","Italy",,,"Bari","CM",10,"01/31/2017",2019,72,"184 cm","75 kg","Left","07/19/1986",30,"CM/CDM"
3818,"Sercan Yildirim","Turkey",,,"Bursaspor","Sub",9,"07/08/2016",2019,72,"182 cm","71 kg","Right","04/05/1990",26,"RM/LM"
3819,"Bekir Irtegün","Turkey",,,"Medipol Basaksehir","Sub",14,"07/02/2015",2018,72,"184 cm","78 kg","Right","04/20/1984",32,"CB/RB"
3820,"Serdar Kurtulus","Turkey",,,"Bursaspor","Res",2,"07/08/2016",2019,72,"186 cm","79 kg","Right","07/23/1987",29,"RB"
3821,"Mariano Pavone","Argentina",,,"Vélez Sarsfield","LS",9,"01/05/2016",2017,72,"181 cm","81 kg","Right","05/27/1982",34,"ST"
3822,"Diego Colotto","Argentina",,,"Quilmes","RCB",19,"07/29/2016",2017,72,"184 cm","83 kg","Right","03/10/1981",36,"CB"
3823,"Jonathan Bottinelli","Argentina",,,"Sarandí","LCB",6,"01/14/2016",2017,72,"180 cm","79 kg","Left","09/14/1984",32,"CB"
3824,"Javi Guerra","Spain",,,"Rayo Vallecano","ST",24,"08/31/2015",2019,72,"178 cm","76 kg","Right","03/15/1982",35,"ST"
3825,"Alan Hutton","Scotland",,,"Aston Villa","Sub",21,"08/01/2011",2017,72,"185 cm","73 kg","Right","11/30/1984",32,"RB"
3826,"David Nugent","England",,,"Derby County","ST",28,"01/09/2017",2019,72,"180 cm","81 kg","Right","05/02/1985",31,"ST/CAM"
3827,"Omar Pérez","Argentina",,,"Ind. Santa Fe","Sub",10,"01/01/2009",2021,72,"180 cm","82 kg","Right","03/29/1981",36,"CAM"
3828,"Almen Abdi","Switzerland",,,"Sheffield Wed","Sub",7,"07/28/2016",2019,72,"180 cm","75 kg","Right","10/21/1986",30,"CM/LM"
3829,"Toño","Spain",,,"Rayo Vallecano","Res",13,"09/01/2014",2017,72,"182 cm","81 kg","Right","12/17/1979",37,"GK"
3830,"Gonçalo Brandão","Portugal",,,"Estoril Praia","Sub",28,"01/30/2017",2019,72,"182 cm","76 kg","Left","10/09/1986",30,"CB"
3831,"Brett Holman","Australia",,,"Brisbane Roar","CAM",10,"09/01/2016",2018,72,"177 cm","75 kg","Right","03/27/1984",33,"CAM/CM"
3832,"Kevin Stuhr-Ellegaard","Denmark",,,"IF Elfsborg","GK",1,"01/01/2012",2020,72,"196 cm","93 kg","Right","05/23/1983",33,"GK"
3833,"Michael Turner","England",,,"Norwich","Res",26,"07/27/2012",2017,72,"193 cm","90 kg","Right","11/09/1983",33,"CB"
3834,"Jan-Ingwer Callsen-Bracker","Germany",,,"FC Augsburg","Res",18,"01/01/2011",2017,72,"188 cm","88 kg","Right","09/23/1984",32,"CB"
3835,"Giulio Migliaccio","Italy",,,"Atalanta","Sub",8,"07/11/2013",2017,72,"180 cm","81 kg","Right","06/23/1981",35,"CM/CDM"
3836,"Killian Overmeire","Belgium",,,"Sport. Lokeren","Res",7,"07/01/2003",2018,72,"188 cm","84 kg","Right","12/06/1985",31,"CDM/CM"
3837,"Michael Liendl","Austria",,,"1860 München","Sub",10,"08/26/2015",2017,72,"175 cm","74 kg","Left","10/25/1985",31,"CAM/CM/RM"
3838,"Steve Sidwell","England",,,"Brighton","Sub",14,"07/01/2016",2017,72,"178 cm","80 kg","Right","12/14/1982",34,"CM/CDM"
3839,"Paul McShane","Republic of Ireland",,,"Reading","RCB",5,"07/02/2015",2018,72,"183 cm","81 kg","Right","01/06/1986",31,"CB"
3840,"Merter Yüce","Turkey",,,"Bursaspor","RDM",7,"01/02/2016",2019,72,"192 cm","84 kg","Right","02/18/1985",32,"CDM/CM"
